region_id,region_name,period,start_date,end_date,nighttime_lights_mean,electricity_access_proxy,ndvi_mean,agricultural_productivity,water_access_proxy,population_count,population_density,building_density,built_up_ratio,road_density_km_per_km2,infrastructure_access_score,travel_time_to_cities,hospital_count,school_count,roof_quality_score,estimated_good_roof_ratio,elevation_mean,precip_mean,temp_mean,climate_stress_index,water_stress_index,crop_productivity_max,agricultural_intensity,livestock_potential,economic_activity_index,infrastructure_quality_index,overall_development_index,poverty_likelihood_score,development_category,distance_to_mining
0,Rural_Bihar_Poor,2022-Q1,2022-01-01,2022-04-01,1.3026965407157012,0.2880616834368191,0.23842830829830414,0.23842830829830414,0.3654187697170544,1479.6775265164722,59.18710106065889,19.4542887986601,0.09727144399330051,0.4223668169248488,0.22899254718788276,319.85260848424105,1,4,0.10579915082631211,0.12695898099157452,467.7790448205523,175.55054813194334,25.599372582261022,0.019759485509403374,0.028751870897607532,0.5244549388620796,0.3073334729706737,0.20688408143497047,0.1968892330556541,0.14867877313853767,0.17278400309709588,0.8272159969029041,Low,188358.2283756141
0,Rural_Bihar_Poor,2022-Q2,2022-04-01,2022-07-01,0.29986061693306865,0.1695446694756214,0.34818108859266245,0.34818108859266245,0.46699895792444424,4452.676940263452,178.10707761053808,12.568843801376095,0.06284421900688048,0.5741229456916647,0.26866434384134175,305.9674796555304,2,5,0.2630452766848874,0.3156543320218649,811.9827929859571,171.39147727596992,19.716069364800084,0.44342809524859006,0.5924784616983129,0.8207650578096666,0.45257659498849545,0.11369794948529452,0.10056435692413745,0.2208266972835028,0.16069552710382012,0.8393044728961798,Low,188358.2283756141
0,Rural_Bihar_Poor,2022-Q3,2022-07-01,2022-10-01,0.41904010678520665,0.3095428053508831,0.27153642314517457,0.27153642314517457,0.368675035337743,1778.490379044223,71.13961516176892,19.706199021760206,0.09853099510880103,0.3221596076099566,0.22277576108756592,322.02848361935196,1,4,0.22923951023342287,0.2750874122801074,631.6399364802171,140.01068924940074,18.135452119982304,0.37266577094505515,0.03229607779668451,0.5751876021699471,0.22969778957595674,0.5496003664514776,0.1687430429419538,0.17721173396165063,0.17297738845180222,0.8270226115481978,Low,188358.2283756141
0,Rural_Bihar_Poor,2022-Q4,2022-10-01,2023-01-01,0.31146129548941676,0.16666600333155013,0.3877857846125212,0.3877857846125212,0.4333802412005971,2220.6561318460936,88.82624527384374,13.198137638916608,0.06599068819458304,1.081993249855864,0.16345832282790654,342.7895870102327,1,3,0.19179615350343782,0.23015538420412537,914.2962012349445,83.2907573966398,22.19404939109168,0.3606984159979087,0.36414780502287764,0.7744241746328868,0.32535000653129365,0.5114739999166548,0.10205266573579153,0.1878417701735458,0.14494721795466867,0.8550527820453313,Low,188358.2283756141
0,Rural_Bihar_Poor,2023-Q1,2023-01-01,2023-04-01,0.8231725245625402,0.3198542929039325,0.2631074779639332,0.2631074779639332,0.30891830061470055,4779.833291965347,191.19333167861387,17.091172726891948,0.08545586363445974,0.45466100451295094,0.14847239102935103,348.0346631397271,1,3,0.18899128781244318,0.2267895453749318,357.8259497611479,185.89682457739818,19.815201195620563,0.24064047754632217,0.4893685104196003,0.6115992584593428,0.3335240358693192,0.30762528448353577,0.1801567070343572,0.1433660030262504,0.1617613550303038,0.8382386449696961,Low,188358.2283756141
0,Rural_Bihar_Poor,2023-Q2,2023-04-01,2023-07-01,0.5514970539309711,0.3285741795479605,0.5576874152570988,0.5576874152570988,0.44503797616780155,3510.9993827317767,140.43997530927106,19.717064798815727,0.09858532399407864,1.0797446452387582,0.24189944908614197,315.3351928198503,1,4,0.2311893819614268,0.2774272583537121,20.307856053752626,120.18053106619277,23.78487628165818,0.3674312050460538,0.4527813752433925,0.5072773410227768,0.5959296994772721,0.5169161359070189,0.17978333041807418,0.2309012729372103,0.20534230167764222,0.7946576983223578,Low,188358.2283756141
0,Rural_Bihar_Poor,2023-Q3,2023-07-01,2023-10-01,0.21983433093547397,0.2675075471982788,0.5239304611280604,0.5239304611280604,0.3114952817267853,3571.8937165514276,142.8757486620571,9.884806050399924,0.049424030251999616,0.43092026590730437,0.1628960431497795,342.9863848975772,1,3,0.24707733450709968,0.2964928014085196,878.4178242281704,147.50933604308267,32.19081002325325,0.3586687511475042,0.5250173706402604,0.503756513140122,0.5776757371801001,0.17133274096872156,0.11870005554810237,0.16513683356647996,0.14191844455729116,0.8580815554427088,Low,188358.2283756141
0,Rural_Bihar_Poor,2023-Q4,2023-10-01,2023-12-31,0.489989567610027,0.3459396250956242,0.3785347401781016,0.3785347401781016,0.31773483700810545,3831.064011679085,153.2425604671634,18.75987852228114,0.09379939261140571,1.2467453214433726,0.26513514131474697,307.2027005398386,2,4,0.1445863777335779,0.1735036532802935,522.1609746718268,126.11265160868965,29.36121774384882,0.441950626305775,0.36688064088472183,0.4746463049067564,0.5545903548750216,0.3160956687707346,0.17966110579993178,0.2242346891325745,0.20194789746625313,0.7980521025337468,Low,188358.2283756141
1,Dhaka_Slum,2022-Q1,2022-01-01,2022-04-01,0.9588042344019678,0.10261862823650972,0.4287390580206516,0.4287390580206516,0.45179015309763737,1725.6122401069767,69.02448960427907,12.932643864619898,0.06466321932309949,0.21661765731290758,0.1592099854517602,344.2765050918839,1,3,0.17714922481778125,0.2125790697813375,479.59151425437284,86.47489364123959,20.44799642255054,0.3596348554766175,0.452903696290662,0.8880675724350278,0.4200932932577,0.10504909243250546,0.10793568944089132,0.1298258210648129,0.11888075525285212,0.8811192447471479,Low,238552.27960011258
1,Dhaka_Slum,2022-Q2,2022-04-01,2022-07-01,1.0882235348300968,0.3853373317990191,0.22537506198641394,0.22537506198641394,0.3692828840842991,4349.884617800458,173.9953847120183,10.68339690475414,0.0534169845237707,0.38799355808464986,0.21504940848137716,324.732707031518,1,4,0.18983128014715878,0.22779753617659051,56.84159635656694,107.13385318334213,24.46113357501597,0.45454231897610714,0.40384020450436525,0.748132759645153,0.4260488973676403,0.5289309183652822,0.19118033164717202,0.16624876092177748,0.17871454628447475,0.8212854537155252,Low,238552.27960011258
1,Dhaka_Slum,2022-Q3,2022-07-01,2022-10-01,1.1276171869563922,0.3159749192555821,0.3970930399187497,0.3970930399187497,0.3131311400244332,4314.258018493218,172.5703207397287,19.226339088718817,0.09613169544359408,1.1334367582836622,0.12352799345089105,356.7652022921881,0,2,0.13408176166824154,0.16089811400188983,591.5595334421328,80.13447952333932,19.344158699398683,0.337983272419042,0.5259521731769894,0.8469850287424416,0.2707854560873948,0.3733842030933875,0.19757618052108675,0.15764193137784863,0.1776090559494677,0.8223909440505324,Low,238552.27960011258
1,Dhaka_Slum,2022-Q4,2022-10-01,2023-01-01,0.5366477264954009,0.2541660135779411,0.5805278121923914,0.5805278121923914,0.3015044898674836,2237.88060529102,89.5152242116408,9.871281762691789,0.049356408813458943,1.4340283038765453,0.11915343089517837,358.2962991866876,0,2,0.16378607215782934,0.1965432865893952,965.2770418954043,189.23770749236516,24.79095174656021,0.44718864823577564,0.4208269484296381,0.506927100690552,0.3429720597558268,0.3020454589941127,0.12732955842127375,0.18283889223801286,0.1550842253296433,0.8449157746703567,Low,238552.27960011258
1,Dhaka_Slum,2023-Q1,2023-01-01,2023-04-01,0.4546113718219932,0.2872101584707052,0.44262911018651663,0.44262911018651663,0.21776679038917493,4665.471860215692,186.61887440862768,23.055552090612533,0.11527776045306266,0.24599361651283547,0.20179504317415675,329.3717348890451,1,4,0.24121417838357664,0.28945701406029195,838.4619043665997,160.65782462459825,16.10148380473531,0.41861870743475543,0.547910815874932,0.8696351385238821,0.3365229716858674,0.41036241572571275,0.1735141586859289,0.16784188777550582,0.17067802323071735,0.8293219767692827,Low,238552.27960011258
1,Dhaka_Slum,2023-Q2,2023-04-01,2023-07-01,0.6870233781408427,0.3832367426525629,0.4018756659389301,0.4018756659389301,0.2004858980296152,2930.12317571222,117.2049270284888,24.007230517307725,0.12003615258653863,1.0588313797467768,0.2778193393078033,302.76323124226883,2,5,0.20323920415842872,0.24388704499011446,978.728559418627,115.64970390978223,24.428448365901204,0.39664804827589306,0.5261298448022006,0.6003055137456865,0.5913739473330738,0.3017912949266217,0.21447364947332576,0.23562937975545653,0.22505151461439116,0.7749484853856088,Low,238552.27960011258
1,Dhaka_Slum,2023-Q3,2023-07-01,2023-10-01,0.7705931791695853,0.15742423171627434,0.24173536576384722,0.24173536576384722,0.2940665641034016,3603.6751549785663,144.14700619914265,12.590580703266042,0.0629529035163302,1.4303857893219374,0.17562855738371083,338.5300049157012,1,3,0.24832733844036856,0.29799280612844226,912.7292108345204,71.85477074562364,29.87960316582528,0.08515009259381456,0.1883519886399422,0.40635432377644376,0.49797704334979326,0.3842302675728745,0.11582273879146382,0.23057277184491115,0.17319775531818749,0.8268022446818125,Low,238552.27960011258
1,Dhaka_Slum,2023-Q4,2023-10-01,2023-12-31,1.2707445505276598,0.13491067737781526,0.42400591920269104,0.42400591920269104,0.45880263254208054,2634.2715183594387,105.37086073437754,5.079329253095636,0.025396646265478183,0.9856457831016499,0.26076939756999495,308.73071085050174,2,4,0.26677509058240917,0.32013010869889097,830.8241946007983,98.7625277272409,30.23339828832286,0.10384514454040983,0.45031418740458723,0.6215477645447914,0.7678548242517356,0.24896106614948946,0.10654097299373788,0.24347903318881972,0.1750100030912788,0.8249899969087212,Low,238552.27960011258
2,Semi_Urban_UP,2022-Q1,2022-01-01,2022-04-01,4.9875856865299495,0.7391853435947984,0.7612500787477018,0.7612500787477018,0.528373777354116,26599.529097014816,1063.9811638805927,111.45443292034375,0.5572721646017187,1.1761308661828251,0.5628881034362814,202.98916379730153,4,9,0.49592649556788326,0.5951117946814599,595.8056588627062,88.80044805903408,32.14389964821926,0.045579367731683806,0.2594711417760322,0.7973996041082005,0.40193327980311944,0.38804531137061193,0.7212590305396375,0.44450104201584706,0.5828800362777422,0.4171199637222578,Medium,693432.3632994716
2,Semi_Urban_UP,2022-Q2,2022-04-01,2022-07-01,5.53601044777832,0.6003873333143158,0.7103217078609042,0.7103217078609042,0.6871834339492146,21903.79429833966,876.1517719335865,81.36956572398054,0.4068478286199027,3.698696228894475,0.32964860957124253,284.6229866500651,2,5,0.36226880655467886,0.43472256786561464,276.8878238041038,103.63862409071834,19.49665748266876,0.49798499918578415,0.5207916654851573,0.5058762528147477,0.4017836390221583,0.2221273907660831,0.6456653150773691,0.46246185952856916,0.5540635873029691,0.4459364126970309,Medium,693432.3632994716
2,Semi_Urban_UP,2022-Q3,2022-07-01,2022-10-01,3.3764482393460993,0.7916939721847014,0.5803152953814383,0.5803152953814383,0.6522845630644578,23291.1495643747,931.645982574988,67.92584195627813,0.33962920978139066,2.0117154119603136,0.41810765108764714,253.6623221193235,3,7,0.3879488751425148,0.46553865017101775,72.22615831840761,115.66994588682422,22.177369313335134,0.40977945681177985,0.21692316175373752,0.7685494402689319,0.37670773474161523,0.28497529780336195,0.5763436470980887,0.40433064769543214,0.49033714739676043,0.5096628526032396,Medium,693432.3632994716
2,Semi_Urban_UP,2022-Q4,2022-10-01,2023-01-01,4.518805867934869,0.4679315230936604,0.49406818514652695,0.49406818514652695,0.6683637733763355,24413.217199968814,976.5286879987526,48.72276661365336,0.2436138330682668,1.5173160419715348,0.452486973016923,241.62955944407696,3,7,0.6348307144880545,0.7617968573856654,263.4104611421851,199.75638998559808,23.782243548597297,0.3077781739080264,0.17225260976557072,0.6456503824037987,0.5571829324236953,0.48720960234748045,0.46729999148645296,0.46248296607147765,0.4648914787789653,0.5351085212210347,Medium,693432.3632994716
2,Semi_Urban_UP,2023-Q1,2023-01-01,2023-04-01,4.548233165382676,0.6140078050783642,0.43420943954177327,0.43420943954177327,0.7278124915561774,10567.045850130136,422.6818340052055,115.28175248119834,0.5764087624059917,3.8880030645919588,0.44773187314841423,243.29384439805503,3,7,0.5632814006451307,0.6759376807741567,181.06283684990242,171.58110145102202,32.940328199245215,0.005420559170477235,0.3105658893806,0.5978409187344593,0.27140410272182725,0.3393368240860035,0.6661316681388163,0.5813573533284224,0.6237445107336194,0.37625548926638064,Medium,693432.3632994716
2,Semi_Urban_UP,2023-Q2,2023-04-01,2023-07-01,2.900691115951276,0.6022526848621907,0.42963516603940777,0.42963516603940777,0.7295236188899488,18303.457846476267,732.1383138590508,75.386878003987,0.37693439001993495,1.0353748197317638,0.4164751526991235,254.23369655530678,3,7,0.5058614588937189,0.6070337506724627,250.26202737869573,111.96827371466554,17.277825453143144,0.005691023502604753,0.11161654948987047,0.5546746166000591,0.4471095894577539,0.3796633566739991,0.5228640841086692,0.3804709879316709,0.45166753602017007,0.5483324639798299,Medium,693432.3632994716
2,Semi_Urban_UP,2023-Q3,2023-07-01,2023-10-01,5.141829858990424,0.6237717043356824,0.7280774896215376,0.7280774896215376,0.680377997911261,20074.525444193987,802.9810177677595,61.351994326966405,0.30675997163483204,3.093755418907317,0.3181392828752954,288.6512509936466,2,5,0.43470490112681737,0.5216458813521808,752.0978068092643,187.6683847835171,32.63333043195111,0.3050874464281155,0.0036225479791534673,0.6882600078678351,0.475668978574972,0.46369785193200863,0.5768606886412209,0.4432925086226024,0.5100765986319116,0.48992340136808843,Medium,693432.3632994716
